device,device_type,conf_os_fmly_nm,conf_browser_fmly_nm,user_agent_long_tx
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.123 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; XT1635-01 Build/NDNS26.118-23-12-7; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 7.0; HTC6545LVW Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.0.2246.125120"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; SM-N950U Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Instagram 32.0.0.16.94 Android (25/7.1.1; 560dpi; 2792x1440; samsung; SM-N950U; greatqlte; qcom; en_US; 91882539)"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_2 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Mobile/15B202 Instagram 32.0.0.14.97 (iPhone10,3; iOS 11_1_2; en_US; en-US; scale=3.00; gamut=wide; 1125x2436)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0; SM-N900P Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.53 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G955U Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3348.0 Mobile Safari/537.36"
Desktop,PC,Windows,Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0; Firefox 52.6.0 - 111512-1801120036-1.42
Mobile,Android,Android,Chrome,"NerdWallet/2.8.0 (android; 24; en-US) ### Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G930A Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G570F Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 7.1.1; ZTE A2017U Build/NMF26V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.0.2246.125120"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPod; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) GSA/43.0.185608249 Mobile/15D60 Safari/604.1"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1.1; SM-J320M Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.0.2246.125120"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G950U1 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 MicroMessenger/6.6.2.1240(0x26060240) NetType/WIFI Language/en"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.90 Safari/537.36 2345Explorer/9.2.0.17104"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; B15Q Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LGMS210 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.74 Mobile Safari/537.36"
Tablet,iPad,iOS,Firefox,"Mozilla/5.0 (iPad; CPU OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) FxiOS/1.5.3b18.02.14.13 Mobile/15D60 Safari/604.5.6 _id/000002"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; LG-D680 Build/KOT49I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; XT1562 Build/NPD26.48-24-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 LinksView"
Tablet,iPad,iOS,Firefox,"Mozilla/5.0 (iPad; CPU OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) FxiOS/1.5.3b18.02.14.13 Mobile/15D60 Safari/604.5.6 _id/000150"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; LG-D851 Build/D85110c-D851-4.4.2-PLA-102114-1.6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G550T Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 Instagram 28.0.0.7.284 Android (23/6.0.1; 320dpi; 720x1280; samsung; SM-G550T; on5ltetmo; universal3475; en_US)"
Desktop,PC,Mac,Chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3340.0 Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Mobile/15D100 Instagram 32.0.0.14.97 (iPhone9,3; iOS 11_2_6; en_US; en-US; scale=2.00; gamut=wide; 750x1334)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0; IUNI i1 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; Studio G3 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/34.0.166534940 Mobile/15D100 Safari/602.1"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; IPH 1.1.21.4019; BRI/2; zoomrc 4.4.0; ms-office)
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-J730F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.4 Chrome/56.0.2924.87 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 5.1; en-US; HUAWEI TIT-AL00 Build/HUAWEITIT-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.0.0.1088 Mobile Safari/537.36"
Mobile,iPhone,iOS,Other,Opera/9.80 (iPhone; Opera Mini/6.5.2/87.26; U; en) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-N910V Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.4 Chrome/56.0.2924.87 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; VS986 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Instagram 33.0.0.11.92 Android (23/6.0; 640dpi; 1440x2392; LGE/lge; VS986; p1; p1; en_US; 93117670)"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 4.4.4; en-US; XT1022 Build/KXC21.5-40) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.0.0.1088 Mobile Safari/537.36"
Mobile,iPhone,iOS,Chrome,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/60.0.3112.72 Mobile/15D100 Safari/602.1"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; LGLS755 Build/MXB48T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3352.3 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; SM-J320W8 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Flipboard/4.1.14/4350,4.1.14.4350"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C202 Instagram 28.0.0.12.285 (iPhone8,1; iOS 11_2_2; zh-Hans_US; zh-Hans-US; scale=2.34; gamut=normal; 750x1331)"
Mobile,iPhone,iOS,Firefox,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_5 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) FxiOS/1.5.4b18.02.23.08 Mobile/15D60 Safari/604.5.6 _id/000001"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.1; IT-1101S Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; LG-H818 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; Moto G (5) Plus Build/NPNS25.137-93-4; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Instagram 33.0.0.11.92 Android (24/7.0; 480dpi; 1080x1776; motorola; Moto G (5) Plus; potter; qcom; en_US; 93117670)"
Desktop,PC,Windows,IE,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; ECA_HK; rv:11.0) like Gecko
Mobile,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Focus/4.0.1 Chrome/61.0.3163.98 Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; MicromaxP702 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.2; LG-LS998 Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Instagram 34.0.0.12.93 Android (25/7.1.2; 640dpi; 1440x2712; LGE/lge; LG-LS998; joan; joan; en_US; 94080607)"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_1 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C153 Instagram 34.0.0.10.95 (iPhone10,5; iOS 11_2_1; en_US; en-US; scale=2.61; gamut=wide; 1080x1920)"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; TGW801L Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 6P Build/N2G47O) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.85 Mobile Safari/537.36"
Tablet,iPad,iOS,Chrome,"Mozilla/5.0 (iPad; CPU OS 11_2_6 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/55.0.2883.79 Mobile/15D100 Safari/602.1"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.0; SM-N9005 Build/LRX21V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.0.2246.125120"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Safari/537.36"
Desktop,Other,Other,Other,;__CT_JOB_ID__:f3f4133a-b1d1-4473-a27e-93dec8a575ac;
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; PH-1 Build/NMK24B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.85 Mobile Safari/537.36"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.90 AOL/11.0 AOLBUILD/11.0.1648 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.2; GT-I9105P Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; Nexus 6 Build/NBD91Z; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Desktop,PC,Other,Chrome,"Mozilla/5.0 (X11; CrOS x86_64 10452.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.0 Safari/537.36"
Tablet,iPad,iOS,Safari,"NerdWallet/2.9.0 (ios; 11.2.6; en-US) ### Mozilla/5.0 (iPad; CPU OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) NerdWallet App"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; Sico Smart Phone Pro 4 SSR-4-52-5M Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.123 Mobile Safari/537.36"
Tablet,iPad,iOS,Safari,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Mobile/14D27 MicroMessenger/6.6.1 NetType/WIFI Language/en"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; QMobile S2 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; Samsung Chromebook Pro Build/R64-10176.72.0; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Safari/537.36 Flipboard/4.1.14/4350,4.1.14.4350"
Tablet,iPad,iOS,Safari,"Mozilla/5.0 (iPad; CPU OS 11_2_6 like Mac OS X) AppleWebKit/604.5.6 (KHTML, like Gecko) Mobile/15D100 Indeed App 7.1"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.4; V989 Air Core8 Build/KTU84Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G950U1 Build/NRD90M.G950U1UEU1AQG2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239 Mobile Safari/537.36 MainLauncher/2.2.42"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.1; HP 10 G2 Tablet Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.144 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910C Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-T813 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.3325.109 Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 6.0; en-US; Micromax Q427 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.2.0.1089 Mobile Safari/537.36"
Desktop,PC,Windows,IE,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; xs-GLPR6JBXCMI;rCIBbS; rv:11.0) like Gecko
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E; SLCC1; InfoPath.3; BRI/1)
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; E6833 Build/3.000SP.95.t) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-T710 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.3325.109 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; U; Android 6.0.1; Blade_A475) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.116 Mobile Safari/537.36 baidubrowser/7.11.2.0 (Baidu; P1 6.0.1)"
Mobile,Android,Android,Chrome,"NerdWallet/2.9.0 (android; 24; en-US) ### Mozilla/5.0 (Linux; Android 7.0; LG-M257 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0; SM-N900V Build/LRX21V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.3325.109 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; SAMSUNG-SM-T217A Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LG-M210 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG-SM-G530AZ Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.92 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1; ENERGY XL Build/E0030UU) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36 OPR/41.2.2246.111806"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36 PTST/370"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; NS-15T8LTE Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.107 Safari/537.36"
Mobile,Other,Other,Other,Opera/9.80 (SpreadTrum; Opera Mini/4.4.33961/67.406; U; bn) Presto/2.12.423 Version/12.16
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14C92 Weibo (iPhone8,2__weibo__7.1.0__iphone__os10.2)"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; Lenovo YT3-850F Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.107 Safari/537.36 Flipboard/4.1.0/4242,4.1.0.4242"
Mobile,Other,Other,Other,Opera/9.80 (BlackBerry; Opera Mini/4.5.33868/67.406; U; en) Presto/2.12.423 Version/12.16
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1841.20 Safari/537.36"
Mobile,iPhone,iOS,Chrome,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/57.0.2987.137 Mobile/13D15 Safari/601.1.46"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.1; Pixel Build/NOF27B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.42 Mobile Safari/537.36"
Desktop,PC,Windows,Chrome,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/538.26.32 (KHTML, like Gecko) Chrome/59.0.3054.19 Safari/538.26.32"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG E030U Energy X Plus Build/LMY49J) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/6.2 Chrome/56.0.2924.87 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1; Lenovo A7010a48 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 7.1.1; en-US; Z983 Build/NMF26F) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1 UCBrowser/10.9.5.983 Mobile"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 6P Build/NPG47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 Mobile Safari/537.36"
Desktop,PC,Windows,IE,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.95 Safari/537.36 SE 2.X MetaSr 1.0"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.1; SCH-I545 Build/LRX22C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 Flipboard/3.4.10/2920,3.4.10.2920"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; LGLS740 Build/KOT49I.LS740ZV99) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,Android,Android,Firefox,Mozilla/5.0 (Android; Tablet; rv:31.1.1) Gecko/31.1.1 Firefox/31.1.1
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; MDDR; InfoPath.2; .NET4.0C; .NET4.0E)
Mobile,Android Tablet,Android,Other,UCWEB/2.0 (MIDP-2.0; U; Adr 5.0; en-US; Micromax_A99) U2/1.0.0 UCBrowser/10.7.9.856 U2/1.0.0 Mobile
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G900A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3056.4 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; SM-P605K Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36 Flipboard/3.3.7/2724,3.3.7.2724,2015. 8. 19. 오후 8:36:30, kr"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; HUAWEI LUA-L02 Build/HUAWEILUA-L02) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 6.0; XT1095 Build/MPE24.49-18) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; TECNO W1 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.107 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-J727A Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.2; SM-T700 Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Safari/537.36 Flipboard/4.0.13/4208,4.0.13.4208"
Mobile,Other,Other,Other,SAMSUNG-SGH-T139/T139UVJC1 NetFront/3.4 Profile/MIDP-2.0 Configuration/CLDC-1.1
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-T800 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Safari/537.36 Flipboard/3.4.14/2959,3.4.14.2959"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900P Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 Flipboard/4.1.1/4247,4.1.1.4247"
Tablet,Android Tablet,Android,Android,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; A500 Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
Mobile,Other,Other,Other,Opera/9.80 (J2ME/MIDP; Opera Mini/4.1.15082/65.213; U; hi) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G930U Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36 Instagram 10.26.0 Android (24/7.0; 480dpi; 1080x1920; samsung; SM-G930U; heroqlteue; qcom; en_US)"
